,1,Article,Keyword,Sentence
1702,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1703,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 7 8 9 10 ... 2 3 4 5 6 6 8 9 10 ... All causes .
1704,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1705,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 23.5 21.7 5.6 754.6 177.4 164.0 42.5 ... 1 15,366 13,693 10,327 4.9 4.3 3.3 36.8 32.8 24.7 3 4 5 9,083 2.9 21.7 9,038 8,072 6,576 82,723 2.9 2.6 2.1 26.2 21.6 19.3 15.7 198.0 6 7 1,016 100.0 41.6 286 28.1 11.7 139 13.7 5.7 93 53 52 27 9.2 5.2 5.1 2.7 3.8 2.2 2.1 1.1 27 23 17 14 285 2.7 2.3 1.7 1.4 28.1 1.1 0.9 * * 11.7 2 8 9 10 10 ... 553 100.0 17.7 180 61 49 32.5 11.0 8.9 5.8 2.0 1.6 41 7.4 1.3 38 28 12 11 10 9 114 6.9 5.1 2.2 2.0 1.8 1.6 20.6 1.2 0.9 * * * * 3.7 All causes ."
1706,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(E10-E14) All other causes .
1707,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1708,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1709,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) Non-Hispanic black, both sexes, 10-14 years 315,254 74,093 68,523 17,760 Non-Hispanic black, both sexes, 1-4 years ... 1 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, both sexes, 5-9 years ... 1 Non-Hispanic black, both sexes, all ages4 ... 1 2 3 4 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1710,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(O00-O99) All other causes .
1711,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1712,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, both sexes, 20-24 years ... 1 2 3 4 5 6 7 8 8 10 ... All causes ."
1713,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(E10-E14) All other causes .
1714,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 7 8 9 10 ... All causes .
1715,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(D50-D64) All other causes .
1716,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 133.0 2,014 42.3 56.3 1,092 22.9 30.5 ... 1 2 3 375 218 161 7.9 4.6 3.4 10.5 6.1 4.5 4 5 6 70 56 46 1.5 1.2 1.0 2.0 1.6 1.3 7 46 45 637 1.0 0.9 13.4 1.3 1.3 17.8 9 10,316 100.0 169.1 2,882 27.9 47.2 2,154 978 631 20.9 9.5 6.1 35.3 16.0 10.3 589 5.7 9.7 326 252 151 3.2 2.4 1.5 5.3 4.1 2.5 133 119 2,101 1.3 1.2 20.4 2.2 2.0 34.4 3 4 5 6 7 8 9 10 ... All causes ."
1717,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1718,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"8 10 ... 14,302 2,821 100.0 19.7 269.9 53.2 2,083 1,908 14.6 13.3 39.3 36.0 1,408 9.8 26.6 593 540 524 4.1 3.8 3.7 11.2 10.2 9.9 All causes ."
1719,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1720,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 31,172 7,417 7,037 100.0 23.8 22.6 577.8 137.5 130.4 2,718 1,486 1,434 8.7 4.8 4.6 50.4 27.5 26.6 954 3.1 17.7 790 2.5 14.6 729 2.3 13.5 685 634 7,288 2.2 2.0 23.4 12.7 11.8 135.1 Non-Hispanic black, both sexes, 55-64 years ... 1 2 3 4 5 6 7 8 9 10 ... Non-Hispanic black, both sexes, 35-44 years ... 1 2 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, both sexes, 45-54 years 4,760 Non-Hispanic black, both sexes, 25-34 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1721,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1722,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 60,886 17,970 15,068 3,058 2,998 100.0 1,298.5 29.5 383.2 24.7 321.4 5.0 65.2 4.9 63.9 2,707 1,921 4.4 3.2 57.7 41.0 1,667 1,291 2.7 2.1 35.6 27.5 1,273 2.1 27.1 1,066 11,867 1.8 19.5 22.7 253.1 Non-Hispanic black, both sexes, 65 years and over ... 1 2 3 4 5 6 7 428 3.0 8.1 8 9 283 217 3,497 2.0 1.5 24.5 5.3 4.1 66.0 10 ... All causes ."
1723,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1724,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1725,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, both sexes, 65-74 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1726,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1727,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 8 9 10 ... All causes .
1728,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1729,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 63,318 100.0 2,425.7 18,928 29.9 725.1 15,771 24.9 604.2 3,632 5.7 139.1 3,298 5.2 126.3 2,702 4.3 103.5 2,148 1,494 3.4 2.4 82.3 57.2 1,301 2.1 49.8 1,151 1,069 11,824 1.8 1.7 18.7 44.1 41.0 453.0 ... 1 2 3 4 5 6 7 8 9 10 ... ... 1 61,461 15,562 14,113 4,519 3,024 2,729 2,435 2,221 1,485 1,317 1,302 12,754 100.0 5,152.8 25.3 1,304.7 23.0 1,183.2 7.4 378.9 4.9 253.5 4.4 228.8 4.0 204.1 3.6 2.4 2.1 186.2 124.5 110.4 2.1 109.2 20.8 1,069.3 7 8 9 10 ... All causes ."
1730,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1731,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 2 3 4 5 6 7 8 9 10 ... 161,850 38,638 34,787 100.0 23.9 21.5 809.4 193.2 174.0 10,516 7,962 6.5 4.9 52.6 39.8 7,909 6,806 5,236 4.9 4.2 3.2 39.6 34.0 26.2 4,351 3,061 2,729 39,855 2.7 1.9 1.7 24.6 21.8 15.3 13.6 199.3 All causes ."
1732,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(Y40-Y84,Y88) All other causes ."
1733,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1734,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1735,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) Non-Hispanic black, male, 1-4 years Non-Hispanic black, both sexes, 85 years and over ... 1 2 3 4 5 6 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, male, all ages4 Non-Hispanic black, both sexes, 75-84 years ... 1 2 3 4 5 6 7 Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1736,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1737,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1738,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, male, 10-14 years ... 1 2 3 4 4 6 7 8 9 10 ... All causes ."
1739,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1740,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 7 8 9 10 ... All causes .
1741,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(D50-D64) All other causes .
1742,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 24.9 86 22.3 5.5 60 34 33 15.5 8.8 8.5 3.9 2.2 2.1 33 17 8.5 4.4 2.1 * 5 6 15 8 6 5 89 3.9 2.1 1.6 1.3 23.1 * * * * 5.7 7 8 9 10 ... 1,795 100.0 110.1 901 50.2 55.3 ... 1 2 ... 1 406 22.6 24.9 3 151 55 50 8.4 3.1 2.8 9.3 3.4 3.1 4 5 23 18 13 9 8 161 1.3 1.0 0.7 0.5 0.4 9.0 1.4 * * * * 9.9 2 3 4 2 3 4 5 6 7 8 9 10 ... All causes ."
1743,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(Y35,Y89.0) All other causes ."
1744,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 6 7 8 9 10 ... 3,691 100.0 203.3 1,843 49.9 101.5 7,229 100.0 243.1 2,592 35.9 87.2 1,602 596 22.2 8.2 53.9 20.0 491 268 6.8 3.7 16.5 9.0 220 131 76 68 67 1,118 3.0 1.8 1.1 0.9 0.9 15.5 7.4 4.4 2.6 2.3 2.3 37.6 820 22.2 45.2 301 139 88 8.2 3.8 2.4 16.6 7.7 4.8 43 37 27 26 23 344 1.2 1.0 0.7 0.7 0.6 9.3 2.4 2.0 1.5 1.4 1.3 18.9 All causes ."
1745,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1746,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1747,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1748,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) Non-Hispanic black, male, 35-44 years Non-Hispanic black, male, 20-24 years ... 1 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, male, 25-34 years 386 Non-Hispanic black, male, 15-19 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1749,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1750,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1751,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, male, 55-64 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1752,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1753,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 7 8 9 10 ... All causes .
1754,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(V01-X59,Y85-Y86) All other causes ."
1755,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 1,656.8 27.2 450.9 26.7 441.8 1,987 1,730 1,724 956 5.6 4.9 4.9 2.7 92.9 80.9 80.6 44.7 932 2.6 43.6 842 2.4 39.4 707 659 6,809 2.0 1.9 19.2 33.0 30.8 318.3 82,132 21,827 20,673 5,003 3,728 3,688 2,788 2,104 1,867 1,738 1,713 17,003 100.0 4,789.7 26.6 1,272.9 25.2 1,205.6 6.1 291.8 4.5 217.4 4.5 215.1 3.4 2.6 2.3 2.1 2.1 20.7 162.6 122.7 108.9 101.4 99.9 991.6 Non-Hispanic black, male, 65-74 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1756,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1757,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, male, 75-84 years 35,443 9,646 9,451 Non-Hispanic black, male, 65 years and over ... 1 2 3 4 5 6 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age 34,867 10,276 9,160 1,957 1,751 1,508 100.0 3,109.3 29.5 916.4 26.3 816.9 5.6 174.5 5.0 156.1 4.3 134.5 ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1758,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1759,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 28,940 7,647 7,136 1,915 1,391 1,350 998 831 670 664 100.0 6,345.5 26.4 1,676.7 24.7 1,564.7 6.6 419.9 4.8 305.0 4.7 296.0 3.4 2.9 2.3 2.3 218.8 182.2 146.9 145.6 536 5,802 1.9 117.5 20.0 1,272.2 18,325 5,020 3,261 1,131 1,008 789 100.0 13,344.0 27.4 3,655.5 17.8 2,374.6 6.2 823.6 5.5 734.0 4.3 574.5 Non-Hispanic black, male, 85 years and over ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1760,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1761,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 691 627 515 419 414 4,450 3.8 3.4 2.8 2.3 503.2 456.6 375.0 305.1 2.3 301.5 24.3 3,240.4 Non-Hispanic black, female, all ages4 ... 1 2 3 4 5 6 7 1,099 3.2 98.0 8 851 784 2.4 2.2 75.9 69.9 9 10 585 553 6,343 1.7 1.6 18.2 52.2 49.3 565.6 ... All causes ."
1762,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1763,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1764,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, female, 1-4 years ... 1 2 3 4 5 6 7 7 9 10 ... All causes ."
1765,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(D50-D64) All other causes .
1766,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 7 7 9 10 ... All causes .
1767,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(I60-I69) All other causes .
1768,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 34.0 106 26.0 8.8 49 12.0 4.1 41 27 24 10 8 10.0 6.6 5.9 2.5 2.0 3.4 2.3 2.0 * * 8 7 6 122 2.0 1.7 1.5 29.9 * * * 10.2 236 100.0 15.4 79 27 19 33.5 11.4 8.1 5.1 1.8 * 18 7.6 * 15 13 7 7 6 5 40 6.4 5.5 3.0 3.0 2.5 2.1 16.9 * * * * * * 2.6 248 100.0 16.4 Non-Hispanic black, female, 10-14 years ... 1 2 3 3 5 5 7 8 8 10 10 ... All causes ."
1769,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1770,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, female, 15-19 years 408 Non-Hispanic black, female, 5-9 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age ... 1 2 3 4 5 6 6 8 9 10 ... All causes ."
1771,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1772,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 541 100.0 34.2 151 27.9 9.6 98 18.1 6.2 48 41 29 8.9 7.6 5.4 3.0 2.6 1.8 17 3.1 * 17 16 12 7 105 3.1 3.0 2.2 1.3 19.4 * * * * 6.6 1,069 100.0 60.7 272 25.4 15.4 171 79 16.0 7.4 9.7 4.5 74 73 6.9 6.8 4.2 4.1 46 4.3 2.6 27 19 19 19 270 2.5 1.8 1.8 1.8 25.3 1.5 * * * 15.3 3,087 100.0 98.7 552 382 363 17.9 12.4 11.8 17.7 12.2 11.6 290 9.4 9.3 133 121 4.3 3.9 4.3 3.9 106 3.4 3.4 98 75 60 907 3.2 2.4 1.9 29.4 3.1 2.4 1.9 29.0 Non-Hispanic black, female, 20-24 years ... 1 2 3 4 5 6 7 8 8 8 ... All causes ."
1773,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J40-J47) All other causes .
1774,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) Non-Hispanic black, female, 25-34 years ... 1 61 31 20 24.6 12.5 8.1 4.0 2.1 1.3 20 13 8.1 5.2 1.3 * 2 3 4 13 5.2 * 5 12 4 4.8 1.6 * * 6 7 4 3 3 64 1.6 1.2 1.2 25.8 * * * 4.2 8 9 10 ... All causes ."
1775,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(D50-D64) All other causes .
1776,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1777,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, female, 35-44 years ... 1 2 3 4 5 6 7 8 9 10 10 ... All causes ."
1778,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(O00-O99) All other causes .
1779,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) ... 1 2 3 4 5 6 7 8 9 10 ... All causes .
1780,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1781,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100.0 21.3 17.9 203.3 43.2 36.4 585 10.3 20.9 260 225 223 4.6 4.0 3.9 9.3 8.0 8.0 ... 1 2 3 4 5 6 7 171 3.0 6.1 8 133 123 2.3 2.2 4.7 4.4 105 1.8 3.7 9 10 ... 105 1,532 1.8 26.9 3.7 54.7 13,360 3,771 2,757 100.0 28.2 20.6 466.5 131.7 96.3 818 639 628 6.1 4.8 4.7 28.6 22.3 21.9 7 8 9 10 2.6 12.1 326 319 317 2.4 2.4 2.4 11.4 11.1 11.1 ... ... 1 2 3 4 5 6 7 2.1 23.7 9.7 110.3 25,443 8,324 5,617 1,334 1,268 965 100.0 32.7 22.1 5.2 5.0 3.8 997.9 326.5 220.3 52.3 49.7 37.8 735 2.9 28.8 720 632 2.8 2.5 28.2 24.8 458 1.8 18.0 431 4,959 1.7 19.5 16.9 194.5 Non-Hispanic black, female, 55-64 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1782,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(K70,K73-K74) All other causes ."
1783,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1784,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1785,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 100,223 25,477 19,864 7,545 5,851 4,551 3,602 100.0 3,924.3 25.4 997.6 19.8 777.8 7.5 295.4 5.8 229.1 4.5 178.2 3.6 141.0 3,498 3.5 137.0 2,371 2,328 2,157 22,979 2.4 2.3 2.2 22.9 92.8 91.2 84.5 899.8 Non-Hispanic black, female, 65-74 years ... 1 2 3 4 5 6 346 279 3,160 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic black, female, 65 years and over 5,692 1,211 1,019 Non-Hispanic black, female, 45-54 years Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1786,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(V01-X59,Y85-Y86) All other causes ."
1787,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 28,451 8,652 6,611 1,675 1,547 1,194 100.0 1,910.9 30.4 581.1 23.2 444.0 5.9 112.5 5.4 103.9 4.2 80.2 1,049 710 3.7 2.5 70.5 47.7 566 516 2.0 1.8 38.0 34.7 450 5,481 1.6 19.3 30.2 368.1 Non-Hispanic black, female, 75-84 years 8 9 10 ... All causes ."
1788,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1789,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1790,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic black, female, 85 years and over ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1791,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1792,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 4 5 6 7 8 9 10 ... All causes .
1793,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1794,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 39,251 10,951 4,235 3,877 3,266 1,330 100.0 27.9 10.8 9.9 8.3 3.4 11,954.7 3,335.4 1,289.9 1,180.8 994.7 405.1 1,226 1,070 3.1 2.7 373.4 325.9 1,039 994 797 10,466 2.6 316.4 2.5 302.7 2.0 242.7 26.7 3,187.6 ... 1 2 3 4 5 6 ... 2 3 4 5 5 5 5 5 5 ... All causes ."
1795,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J69) All other causes .
1796,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,47 100.0 22.8 12 8 25.5 17.0 * * 6 12.8 * 4 2 8.5 4.3 * * 1 14 2.1 29.8 * * All causes .
1797,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(Q00-Q99) All other causes .
1798,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 52 100.0 25.4 19 36.5 * 14 3 26.9 5.8 * * 3 2 5.8 3.8 * * 1 1 1 1.9 1.9 1.9 * * * 1 1.9 * 1 6 1.9 11.5 * * 174 100.0 82.4 66 37.9 31.2 59 33.9 27.9 14 5 8.0 2.9 * * 4 3 2 2.3 1.7 1.1 * * * 2 1.1 * 1 1 0.6 0.6 * * 1 16 0.6 9.2 * * Non-Hispanic American Indian or Alaska Native, both sexes, 15-19 years 82 1 1 1 1 25 All causes ."
1799,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(P00-P96) All other causes .
1800,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) Non-Hispanic American Indian or Alaska Native, both sexes, 10-14 years Non-Hispanic American Indian or Alaska Native, both sexes, 1-4 years ... 1 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, both sexes, 5-9 years Non-Hispanic American Indian or Alaska Native, both sexes, all ages4 ... 1 2 3 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age ... All causes ."
1801,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1802,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
